[2025-05-19 04:23:47,816] 16 root-INFO-initiate data ingestion
[2025-05-19 04:23:53,751] 48 root-INFO-Performed train test split
[2025-05-19 04:23:53,751] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 04:23:53,751] 52 root-INFO-Exporting train and test file path
[2025-05-19 04:23:53,816] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 04:23:53,831] 21 root-INFO-initiate the data validation
[2025-05-19 04:23:53,954] 30 root-INFO-required number of columns2
[2025-05-19 04:23:53,954] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:23:53,954] 30 root-INFO-required number of columns2
[2025-05-19 04:23:53,954] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:23:54,076] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_04_23_47\data_validation\drift_report\report.yaml
[2025-05-19 04:23:54,156] 23 root-INFO-data validation is completed
[2025-05-19 04:23:54,156] 44 root-INFO-Entering data transformation method
[2025-05-19 04:23:54,156] 46 root-INFO-Started the transformation
[2025-05-19 04:23:54,252] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 04:23:54,252] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 04:23:54,286] 69 root-INFO-Savedd the data and object files
[2025-05-19 04:23:54,287] 29 root-INFO-data transformation is completed
[2025-05-19 04:23:54,288] 32 root-INFO-initiate the model trainer
