[2025-05-19 01:30:09,876] 15 root-INFO-initiate data ingestion
[2025-05-19 01:30:16,358] 48 root-INFO-Performed train test split
[2025-05-19 01:30:16,358] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 01:30:16,358] 52 root-INFO-Exporting train and test file path
[2025-05-19 01:30:16,424] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 01:30:16,432] 20 root-INFO-initiate the data validation
[2025-05-19 01:30:16,506] 30 root-INFO-required number of columns2
[2025-05-19 01:30:16,506] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:30:16,506] 30 root-INFO-required number of columns2
[2025-05-19 01:30:16,507] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:30:16,637] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_01_30_09\data_validation\drift_report\report.yaml
[2025-05-19 01:30:16,705] 22 root-INFO-data validation is completed
[2025-05-19 01:30:16,705] 42 root-INFO-Entering data transformation method
[2025-05-19 01:30:16,705] 44 root-INFO-Started the transformation
[2025-05-19 01:30:16,811] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
