[2025-05-19 04:15:40,559] 16 root-INFO-initiate data ingestion
[2025-05-19 04:15:46,648] 48 root-INFO-Performed train test split
[2025-05-19 04:15:46,648] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 04:15:46,649] 52 root-INFO-Exporting train and test file path
[2025-05-19 04:15:46,719] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 04:15:46,726] 21 root-INFO-initiate the data validation
[2025-05-19 04:15:46,809] 30 root-INFO-required number of columns2
[2025-05-19 04:15:46,809] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:15:46,809] 30 root-INFO-required number of columns2
[2025-05-19 04:15:46,809] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:15:46,914] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_04_15_40\data_validation\drift_report\report.yaml
[2025-05-19 04:15:46,975] 23 root-INFO-data validation is completed
[2025-05-19 04:15:46,976] 44 root-INFO-Entering data transformation method
[2025-05-19 04:15:46,976] 46 root-INFO-Started the transformation
[2025-05-19 04:15:47,088] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 04:15:47,088] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 04:15:47,106] 69 root-INFO-Savedd the data and object files
[2025-05-19 04:15:47,107] 29 root-INFO-data transformation is completed
[2025-05-19 04:15:47,108] 32 root-INFO-initiate the model trainer
