[2025-05-19 04:19:00,331] 16 root-INFO-initiate data ingestion
[2025-05-19 04:19:06,085] 48 root-INFO-Performed train test split
[2025-05-19 04:19:06,086] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 04:19:06,087] 52 root-INFO-Exporting train and test file path
[2025-05-19 04:19:06,148] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 04:19:06,156] 21 root-INFO-initiate the data validation
[2025-05-19 04:19:06,238] 30 root-INFO-required number of columns2
[2025-05-19 04:19:06,238] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:19:06,238] 30 root-INFO-required number of columns2
[2025-05-19 04:19:06,238] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:19:06,366] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_04_19_00\data_validation\drift_report\report.yaml
[2025-05-19 04:19:06,437] 23 root-INFO-data validation is completed
[2025-05-19 04:19:06,438] 44 root-INFO-Entering data transformation method
[2025-05-19 04:19:06,438] 46 root-INFO-Started the transformation
[2025-05-19 04:19:06,575] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 04:19:06,575] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 04:19:06,597] 69 root-INFO-Savedd the data and object files
[2025-05-19 04:19:06,599] 29 root-INFO-data transformation is completed
[2025-05-19 04:19:06,600] 32 root-INFO-initiate the model trainer
