[2025-05-19 16:12:57,251] 16 root-INFO-initiate data ingestion
[2025-05-19 16:13:06,722] 48 root-INFO-Performed train test split
[2025-05-19 16:13:06,722] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 16:13:06,722] 52 root-INFO-Exporting train and test file path
[2025-05-19 16:13:06,793] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 16:13:06,806] 21 root-INFO-initiate the data validation
[2025-05-19 16:13:06,889] 30 root-INFO-required number of columns2
[2025-05-19 16:13:06,889] 31 root-INFO-Dataframe has columns:31
[2025-05-19 16:13:06,889] 30 root-INFO-required number of columns2
[2025-05-19 16:13:06,889] 31 root-INFO-Dataframe has columns:31
[2025-05-19 16:13:07,029] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_16_12_57\data_validation\drift_report\report.yaml
[2025-05-19 16:13:07,100] 23 root-INFO-data validation is completed
[2025-05-19 16:13:07,100] 44 root-INFO-Entering data transformation method
[2025-05-19 16:13:07,101] 46 root-INFO-Started the transformation
[2025-05-19 16:13:07,222] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 16:13:07,222] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 16:13:07,236] 69 root-INFO-Savedd the data and object files
[2025-05-19 16:13:07,236] 29 root-INFO-data transformation is completed
[2025-05-19 16:13:07,236] 32 root-INFO-initiate the model trainer
[2025-05-19 16:13:54,534] 115 root-INFO-the model isModelTrainerArtifact(trained_model_file_path='Artifacts\\05_19_2025_16_12_57\\trained_model\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.9323064450749898, precision_score=0.9214743589743589, recall_score=0.9433962264150944), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9387510008006406, precision_score=0.9279778393351801, recall_score=0.9497772377480761)) 
[2025-05-19 16:13:54,535] 34 root-INFO-model trainer is completed
