[2025-05-19 04:26:05,381] 16 root-INFO-initiate data ingestion
[2025-05-19 04:26:11,073] 48 root-INFO-Performed train test split
[2025-05-19 04:26:11,073] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 04:26:11,075] 52 root-INFO-Exporting train and test file path
[2025-05-19 04:26:11,119] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 04:26:11,137] 21 root-INFO-initiate the data validation
[2025-05-19 04:26:11,220] 30 root-INFO-required number of columns2
[2025-05-19 04:26:11,220] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:26:11,220] 30 root-INFO-required number of columns2
[2025-05-19 04:26:11,220] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:26:11,347] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_04_26_05\data_validation\drift_report\report.yaml
[2025-05-19 04:26:11,395] 23 root-INFO-data validation is completed
[2025-05-19 04:26:11,411] 44 root-INFO-Entering data transformation method
[2025-05-19 04:26:11,411] 46 root-INFO-Started the transformation
[2025-05-19 04:26:11,487] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 04:26:11,487] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 04:26:11,505] 69 root-INFO-Savedd the data and object files
[2025-05-19 04:26:11,505] 29 root-INFO-data transformation is completed
[2025-05-19 04:26:11,505] 32 root-INFO-initiate the model trainer
