[2025-05-19 04:08:59,349] 16 root-INFO-initiate data ingestion
[2025-05-19 04:09:04,433] 48 root-INFO-Performed train test split
[2025-05-19 04:09:04,434] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 04:09:04,434] 52 root-INFO-Exporting train and test file path
[2025-05-19 04:09:04,501] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 04:09:04,509] 21 root-INFO-initiate the data validation
[2025-05-19 04:09:04,628] 30 root-INFO-required number of columns2
[2025-05-19 04:09:04,628] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:09:04,628] 30 root-INFO-required number of columns2
[2025-05-19 04:09:04,628] 31 root-INFO-Dataframe has columns:31
[2025-05-19 04:09:04,746] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_04_08_59\data_validation\drift_report\report.yaml
[2025-05-19 04:09:04,843] 23 root-INFO-data validation is completed
[2025-05-19 04:09:04,843] 44 root-INFO-Entering data transformation method
[2025-05-19 04:09:04,843] 46 root-INFO-Started the transformation
[2025-05-19 04:09:04,993] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 04:09:04,993] 37 root-INFO-Exited the transformation method of the DataTransformation class
[2025-05-19 04:09:05,033] 69 root-INFO-Savedd the data and object files
[2025-05-19 04:09:05,037] 29 root-INFO-data transformation is completed
[2025-05-19 04:09:05,037] 32 root-INFO-initiate the model trainer
