[2025-05-18 14:30:24,621] 14 root-INFO-initiate data ingestion
[2025-05-18 14:30:30,298] 48 root-INFO-Performed train test split
[2025-05-18 14:30:30,298] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-18 14:30:30,298] 52 root-INFO-Exporting train and test file path
[2025-05-18 14:30:30,377] 55 root-INFO-Exported data to training and testing path 
[2025-05-18 14:30:30,394] 19 root-INFO-initiate the data validation
[2025-05-18 14:30:30,498] 30 root-INFO-required number of columns2
[2025-05-18 14:30:30,498] 31 root-INFO-Dataframe has columns:31
[2025-05-18 14:30:30,498] 30 root-INFO-required number of columns2
[2025-05-18 14:30:30,498] 31 root-INFO-Dataframe has columns:31
[2025-05-18 14:30:30,703] 21 root-INFO-data validation is completed
