[2025-05-19 01:35:56,851] 15 root-INFO-initiate data ingestion
[2025-05-19 01:36:01,294] 48 root-INFO-Performed train test split
[2025-05-19 01:36:01,294] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 01:36:01,294] 52 root-INFO-Exporting train and test file path
[2025-05-19 01:36:01,371] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 01:36:01,386] 20 root-INFO-initiate the data validation
[2025-05-19 01:36:01,514] 30 root-INFO-required number of columns2
[2025-05-19 01:36:01,514] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:36:01,514] 30 root-INFO-required number of columns2
[2025-05-19 01:36:01,514] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:36:01,650] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_01_35_56\data_validation\drift_report\report.yaml
[2025-05-19 01:36:01,721] 22 root-INFO-data validation is completed
[2025-05-19 01:36:01,721] 44 root-INFO-Entering data transformation method
[2025-05-19 01:36:01,721] 46 root-INFO-Started the transformation
[2025-05-19 01:36:01,870] 33 root-INFO-Entered the Get_transformer method of the DataTransformation class
[2025-05-19 01:36:01,870] 37 root-INFO-Exited the transformation method of the DataTransformation class
