[2025-05-19 01:10:01,143] 15 root-INFO-initiate data ingestion
[2025-05-19 01:10:06,668] 48 root-INFO-Performed train test split
[2025-05-19 01:10:06,668] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-19 01:10:06,668] 52 root-INFO-Exporting train and test file path
[2025-05-19 01:10:06,729] 55 root-INFO-Exported data to training and testing path 
[2025-05-19 01:10:06,755] 20 root-INFO-initiate the data validation
[2025-05-19 01:10:06,864] 30 root-INFO-required number of columns2
[2025-05-19 01:10:06,864] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:10:06,864] 30 root-INFO-required number of columns2
[2025-05-19 01:10:06,864] 31 root-INFO-Dataframe has columns:31
[2025-05-19 01:10:07,001] 79 root-INFO-Drift report written to: Artifacts\05_19_2025_01_10_01\data_validation\drift_report\report.yaml
[2025-05-19 01:10:07,070] 22 root-INFO-data validation is completed
