[2025-05-18 12:58:14,405] 14 root-INFO-initiate data ingestion
[2025-05-18 12:58:22,639] 48 root-INFO-Performed train test split
[2025-05-18 12:58:22,639] 49 root-INFO-Exited the split_data_train_test method of DataIngestion class
[2025-05-18 12:58:22,639] 52 root-INFO-Exporting train and test file path
[2025-05-18 12:58:22,723] 55 root-INFO-Exported data to training and testing path 
[2025-05-18 12:58:22,731] 19 root-INFO-initiate the data validation
[2025-05-18 12:58:22,858] 30 root-INFO-required number of columns2
[2025-05-18 12:58:22,858] 31 root-INFO-Dataframe has columns:31
[2025-05-18 12:58:22,858] 30 root-INFO-required number of columns2
[2025-05-18 12:58:22,858] 31 root-INFO-Dataframe has columns:31
[2025-05-18 12:58:22,950] 76 root-INFO-Drift report written to: Artifacts\05_18_2025_12_58_14\data_validation\drift_report\report.yaml
[2025-05-18 12:58:23,030] 21 root-INFO-data validation is completed
